,nome_ocorrencia,qnt_ocorrencia,freq_ocorrencia
10,Hipertensao essencial (primaria),240,12.56544502617801
0,Insuficiencia cardiaca congestiva,177,9.267015706806282
17,"Hipertensao secundaria, nao especificada",99,5.183246073298429
11,"Dor toracica, nao especificada",73,3.8219895287958114
6,"""Flutter"" e fibrilacao atrial",67,3.507853403141361
45,Broncopneumonia nao especificada,49,2.5654450261780104
43,Mialgia,48,2.513089005235602
3,Transtorno ansioso nao especificado,46,2.408376963350785
2,Palpitacoes,45,2.356020942408377
24,Cefaleia,44,2.3036649214659684
57,Diabetes mellitus nao especificado sem complicacoes,39,2.0418848167539267
53,Outros disturbios do metabolismo de lipoproteinas,38,1.9895287958115182
12,Dispneia,37,1.93717277486911
26,Infarto agudo do miocardio nao especificado,34,1.780104712041885
56,Presenca de marca-passo cardiaco,31,1.6230366492146597
92,Outras formas de doenca isquemica aguda do coracao,29,1.5183246073298429
108,Doenca pulmonar obstrutiva cronica nao especificada,26,1.3612565445026177
54,Diabetes mellitus nao especificado,26,1.3612565445026177
14,Diarreia e gastroenterite de origem infecciosa presumivel,25,1.3089005235602094
9,Angina instavel,24,1.256544502617801
18,Outros transtornos ansiosos,22,1.1518324607329842
78,Sincope e colapso,20,1.0471204188481675
50,Arritmia cardiaca nao especificada,19,0.9947643979057591
89,"Acidente vascular cerebral, nao especificado como hemorragico ou isquemico",18,0.9424083769633508
62,Tosse,17,0.8900523560209425
29,Outros disturbios funcionais subsequentes a cirurgia cardiaca,16,0.8376963350785341
48,Ansiedade generalizada,14,0.7329842931937173
1,"Mal estar, fadiga",14,0.7329842931937173
33,Angina pectoris,14,0.7329842931937173
52,Hipotensao nao especificada,14,0.7329842931937173
8,Dor precordial,14,0.7329842931937173
25,Doenca de Chagas,14,0.7329842931937173
27,Miosite nao especificada,14,0.7329842931937173
4,Exame medico geral,13,0.6806282722513088
72,Tireotoxicose nao especificada,13,0.6806282722513088
22,Celulite nao especificada,13,0.6806282722513088
37,Infeccao aguda das vias aereas superiores nao especificada,12,0.6282722513089005
110,Tontura e instabilidade,12,0.6282722513089005
20,Dor em membro,11,0.5759162303664921
132,Asma,9,0.4712041884816754
59,Dispepsia,9,0.4712041884816754
30,Nausea e vomitos,9,0.4712041884816754
135,"Hipertensao pre-existente complicando a gravidez, o parto e o puerperio",9,0.4712041884816754
139,Asma nao especificada,9,0.4712041884816754
32,Sindrome de dependencia de sedativos e hipnoticos,9,0.4712041884816754
80,Disturbio nao especificado do metabolismo de lipoproteinas,9,0.4712041884816754
36,Doenca nao especificada da valva mitral,8,0.41884816753926707
86,Permeabilidade do canal arterial,8,0.41884816753926707
134,Taquicardia nao especificada,7,0.36649214659685864
73,Taquicardia supraventricular,7,0.36649214659685864
5,Outras formas de despolarizacao prematura e as nao especificadas,6,0.31413612565445026
21,Outras arritmias cardiacas especificadas,6,0.31413612565445026
55,Outras formas especificadas de doenca pulmonar obstrutiva cronica,6,0.31413612565445026
16,Pessoa com medo de uma queixa para a qual nao foi feito diagnostico,6,0.31413612565445026
40,Labirintite,6,0.31413612565445026
61,Bronquite nao especificada como aguda ou cronica,6,0.31413612565445026
88,"Enxaqueca, sem especificacao",5,0.2617801047120419
176,hipotensão ortostática,5,0.2617801047120419
101,Comunicacao interatrial,5,0.2617801047120419
150,Parestesias cutaneas,5,0.2617801047120419
79,Pneumonia nao especificada,5,0.2617801047120419
117,Episodio depressivo nao especificado,5,0.2617801047120419
180,Cardiomegalia,5,0.2617801047120419
130,Insuficiencia mitral reumatica,5,0.2617801047120419
124,Estenose congenita da valva pulmonar,5,0.2617801047120419
58,"Angina pectoris, nao especificada",5,0.2617801047120419
105,Doenca isquemica cronica do coracao,5,0.2617801047120419
120,Cardiomiopatias,4,0.20942408376963353
81,Estenose mitral,4,0.20942408376963353
125,Bronquectasia congenita,4,0.20942408376963353
216,Prurido nao especificado,4,0.20942408376963353
137,"Transtorno afetivo bipolar, episodio atual depressivo leve ou moderado",4,0.20942408376963353
128,Dor abdominal e pelvica,4,0.20942408376963353
142,Gravidez confirmada,4,0.20942408376963353
106,Efeito toxico de substancia nao especificada,4,0.20942408376963353
194,Outras afeccoes especificadas das arterias e das arteriolas,4,0.20942408376963353
39,Artrite nao especificada,4,0.20942408376963353
179,Dor localizada no abdome superior,4,0.20942408376963353
213,Malformacao nao especificada do coracao,4,0.20942408376963353
215,Sopros e outros ruidos cardiacos,4,0.20942408376963353
44,Alergia nao especificada,4,0.20942408376963353
157,Distorbios do metabolismo de lipoproteinas e outras lipidemias,4,0.20942408376963353
204,Insuficiencia aortica reumatica,4,0.20942408376963353
28,"Gastroduodenite, sem outra especificacao",3,0.15706806282722513
34,Cardiomiopatia dilatada,3,0.15706806282722513
199,Dor lombar baixa,3,0.15706806282722513
15,Bloqueio atrioventricular de segundo grau,3,0.15706806282722513
87,Enxaqueca,3,0.15706806282722513
69,Erisipela,3,0.15706806282722513
114,Nasofaringite aguda [resfriado comum],3,0.15706806282722513
91,Outra dor toracica,3,0.15706806282722513
7,Dor articular,3,0.15706806282722513
136,Bradicardia nao especificada,3,0.15706806282722513
46,"Edema pulmonar, nao especificado de outra forma",3,0.15706806282722513
90,Exame geral e investigacao de pessoas sem queixas ou diagnostico relatado,3,0.15706806282722513
113,Intoxicacao por outras substancias e as nao especificadas que agem essencialmente sobre o aparelho c,2,0.10471204188481677
145,Celulite de outras partes do(s) membro(s),2,0.10471204188481677
189,Infarto agudo do miocardio,2,0.10471204188481677
149,Febre nao especificada,2,0.10471204188481677
177,Doenca de refluxo gastroesofagico sem esofagite,2,0.10471204188481677
173,Doenca nao especificada do pericardio,2,0.10471204188481677
172,Complicacao mecanica de dispositivo eletronico cardiaco,2,0.10471204188481677
165,Epistaxis,2,0.10471204188481677
163,Infeccao bacteriana nao especificada,2,0.10471204188481677
152,Comunicacao interventricular,2,0.10471204188481677
109,Constipacao,2,0.10471204188481677
75,Colica nefretica nao especificada,2,0.10471204188481677
99,Infarto agudo transmural da parede anterior do miocardio,2,0.10471204188481677
93,Soluco,2,0.10471204188481677
96,Outras formas de doenca isquemica cronica do coracao,2,0.10471204188481677
66,Defeito de coagulacao nao especificado,2,0.10471204188481677
38,Traumatismo da traqueia toracica,2,0.10471204188481677
83,Insuficiencia cardiaca,2,0.10471204188481677
76,Comunicacao ventriculo-atrial discordante,2,0.10471204188481677
19,Hemorragia e hematoma complicando procedimento nao classificado em outra parte,2,0.10471204188481677
41,"Transtorno dos dentes e de suas estruturas de sustentacao, sem outra especificacao",2,0.10471204188481677
103,Infeccao subsequente a procedimento nao classificada em outra parte,2,0.10471204188481677
188,Outras doencas da valva tricuspide,1,0.052356020942408384
181,Infeccao do trato urinario de localizacao nao especificada,1,0.052356020942408384
187,Herpes zoster sem complicacao,1,0.052356020942408384
