,nome_ocorrencia,qnt_ocorrencia,freq_ocorrencia
10,Hipertensao essencial (primaria),296,14.524043179587832
0,Insuficiencia cardiaca congestiva,181,8.88125613346418
17,"Hipertensao secundaria, nao especificada",84,4.121687929342492
11,"Dor toracica, nao especificada",75,3.680078508341511
6,"""Flutter"" e fibrilacao atrial",65,3.1894013738959766
57,Diabetes mellitus nao especificado sem complicacoes,64,3.140333660451423
3,Transtorno ansioso nao especificado,54,2.649656526005888
45,Broncopneumonia nao especificada,50,2.4533856722276743
43,Mialgia,50,2.4533856722276743
24,Cefaleia,46,2.2571148184494603
2,Palpitacoes,39,1.9136408243375858
52,Hipotensao nao especificada,39,1.9136408243375858
12,Dispneia,38,1.8645731108930326
96,Outras formas de doenca isquemica cronica do coracao,36,1.7664376840039255
26,Infarto agudo do miocardio nao especificado,35,1.717369970559372
80,Disturbio nao especificado do metabolismo de lipoproteinas,34,1.6683022571148183
56,Presenca de marca-passo cardiaco,31,1.521099116781158
53,Outros disturbios do metabolismo de lipoproteinas,29,1.422963689892051
54,Diabetes mellitus nao especificado,26,1.2757605495583906
119,Doenca pulmonar obstrutiva cronica nao especificada,26,1.2757605495583906
18,Outros transtornos ansiosos,22,1.0794896957801767
9,Angina instavel,20,0.9813542688910697
78,Sincope e colapso,19,0.9322865554465163
50,Arritmia cardiaca nao especificada,17,0.8341511285574091
62,Tosse,17,0.8341511285574091
29,Outros disturbios funcionais subsequentes a cirurgia cardiaca,17,0.8341511285574091
89,"Acidente vascular cerebral, nao especificado como hemorragico ou isquemico",16,0.7850834151128557
92,Outras formas de doenca isquemica aguda do coracao,16,0.7850834151128557
61,Bronquite nao especificada como aguda ou cronica,15,0.7360157016683023
101,Tontura e instabilidade,14,0.6869479882237487
1,"Mal estar, fadiga",14,0.6869479882237487
33,Angina pectoris,14,0.6869479882237487
14,Diarreia e gastroenterite de origem infecciosa presumivel,14,0.6869479882237487
25,Doenca de Chagas,14,0.6869479882237487
27,Miosite nao especificada,13,0.6378802747791953
72,Tireotoxicose nao especificada,13,0.6378802747791953
37,Infeccao aguda das vias aereas superiores nao especificada,12,0.5888125613346418
115,Taquicardia nao especificada,12,0.5888125613346418
20,Dor em membro,11,0.5397448478900884
4,Exame medico geral,11,0.5397448478900884
30,Nausea e vomitos,10,0.49067713444553485
121,Asma,10,0.49067713444553485
107,Doenca isquemica cronica do coracao nao especificada,10,0.49067713444553485
48,Ansiedade generalizada,10,0.49067713444553485
59,Dispepsia,9,0.4416094210009814
138,"Hipertensao pre-existente complicando a gravidez, o parto e o puerperio",9,0.4416094210009814
142,Asma nao especificada,9,0.4416094210009814
8,Dor precordial,9,0.4416094210009814
32,Sindrome de dependencia de sedativos e hipnoticos,9,0.4416094210009814
36,Doenca nao especificada da valva mitral,8,0.39254170755642787
73,Taquicardia supraventricular,7,0.34347399411187435
16,Pessoa com medo de uma queixa para a qual nao foi feito diagnostico,7,0.34347399411187435
15,Bloqueio atrioventricular de segundo grau,6,0.2944062806673209
109,Cardiomegalia,6,0.2944062806673209
55,Outras formas especificadas de doenca pulmonar obstrutiva cronica,6,0.2944062806673209
5,Outras formas de despolarizacao prematura e as nao especificadas,6,0.2944062806673209
58,"Angina pectoris, nao especificada",6,0.2944062806673209
112,Insuficiencia mitral reumatica,6,0.2944062806673209
21,Outras arritmias cardiacas especificadas,6,0.2944062806673209
40,Labirintite,6,0.2944062806673209
100,Dor lombar baixa,5,0.24533856722276742
65,Prolapso (da valva) mitral,5,0.24533856722276742
179,hipotensão ortostática,5,0.24533856722276742
129,Estenose congenita da valva pulmonar,5,0.24533856722276742
152,Parestesias cutaneas,5,0.24533856722276742
88,"Enxaqueca, sem especificacao",5,0.24533856722276742
44,Alergia nao especificada,5,0.24533856722276742
159,Distorbios do metabolismo de lipoproteinas e outras lipidemias,4,0.19627085377821393
81,Estenose mitral,4,0.19627085377821393
39,Artrite nao especificada,4,0.19627085377821393
117,Transtornos cardiovasculares em outras doencas infecciosas e parasitarias classificadas em outra pa,4,0.19627085377821393
216,Sopros e outros ruidos cardiacos,4,0.19627085377821393
182,Dor localizada no abdome superior,4,0.19627085377821393
124,Cardiomiopatias,4,0.19627085377821393
196,Outras afeccoes especificadas das arterias e das arteriolas,4,0.19627085377821393
28,"Gastroduodenite, sem outra especificacao",4,0.19627085377821393
130,Bronquectasia congenita,4,0.19627085377821393
214,Malformacao nao especificada do coracao,4,0.19627085377821393
134,Dor abdominal e pelvica,4,0.19627085377821393
217,Prurido nao especificado,4,0.19627085377821393
86,Permeabilidade do canal arterial,4,0.19627085377821393
140,"Transtorno afetivo bipolar, episodio atual depressivo leve ou moderado",4,0.19627085377821393
69,Erisipela,4,0.19627085377821393
205,Insuficiencia aortica reumatica,4,0.19627085377821393
144,Gravidez confirmada,4,0.19627085377821393
79,Pneumonia nao especificada,4,0.19627085377821393
153,Episodio depressivo nao especificado,4,0.19627085377821393
172,Doenca isquemica cronica do coracao,3,0.14720314033366044
22,Celulite nao especificada,3,0.14720314033366044
7,Dor articular,3,0.14720314033366044
34,Cardiomiopatia dilatada,3,0.14720314033366044
103,Estenose (da valva) aortica,3,0.14720314033366044
46,"Edema pulmonar, nao especificado de outra forma",3,0.14720314033366044
139,Bradicardia nao especificada,3,0.14720314033366044
122,Comunicacao interventricular,3,0.14720314033366044
38,Traumatismo da traqueia toracica,2,0.09813542688910697
114,Distensao muscular,2,0.09813542688910697
165,Infeccao bacteriana nao especificada,2,0.09813542688910697
151,Febre nao especificada,2,0.09813542688910697
19,Hemorragia e hematoma complicando procedimento nao classificado em outra parte,2,0.09813542688910697
167,Epistaxis,2,0.09813542688910697
180,Doenca de refluxo gastroesofagico sem esofagite,2,0.09813542688910697
127,Nasofaringite aguda [resfriado comum],2,0.09813542688910697
147,Celulite de outras partes do(s) membro(s),2,0.09813542688910697
176,Doenca nao especificada do pericardio,2,0.09813542688910697
175,Complicacao mecanica de dispositivo eletronico cardiaco,2,0.09813542688910697
41,"Transtorno dos dentes e de suas estruturas de sustentacao, sem outra especificacao",2,0.09813542688910697
66,Defeito de coagulacao nao especificado,2,0.09813542688910697
113,Amigdalite aguda nao especificada,2,0.09813542688910697
75,Colica nefretica nao especificada,2,0.09813542688910697
87,Enxaqueca,2,0.09813542688910697
191,Infarto agudo do miocardio,2,0.09813542688910697
90,Exame geral e investigacao de pessoas sem queixas ou diagnostico relatado,2,0.09813542688910697
91,Outra dor toracica,2,0.09813542688910697
97,Hipoglicemia nao especificada,2,0.09813542688910697
200,"Hemorroidas sem complicacoes, nao especificadas",1,0.04906771344455348
160,Vertigem paroxistica benigna,1,0.04906771344455348
210,Insuficiencia respiratoria nao especificada,1,0.04906771344455348
201,Varizes dos membros inferiores sem ulcera ou inflamacao,1,0.04906771344455348
171,Teste de tolerancia a glicose anormal,1,0.04906771344455348
202,Insuficiencia renal cronica,1,0.04906771344455348
170,Diabetes mellitus nao especificado com complicacoes neurologicas,1,0.04906771344455348
169,Outros transtornos do trato urinario,1,0.04906771344455348
168,Doencas vasculares perifericas nao especificada,1,0.04906771344455348
173,Fratura de costela,1,0.04906771344455348
203,Ascite,1,0.04906771344455348
166,Bronquectasia,1,0.04906771344455348
209,Constipacao,1,0.04906771344455348
208,Granuloma de corpo estranho da pele e do tecido subcutaneo,1,0.04906771344455348
204,Anormalidades do batimento cardiaco,1,0.04906771344455348
206,Outros trantornos pulmonares,1,0.04906771344455348
164,Ulcera gastrica,1,0.04906771344455348
163,Isquemia cerebral transitoria nao especificada,1,0.04906771344455348
162,Sindrome de pre-excitacao,1,0.04906771344455348
161,Varizes dos membros inferiores com ulcera,1,0.04906771344455348
199,"Doenca reumatica da valva aortica, nao especificada",1,0.04906771344455348
187,Febre de origem desconhecida,1,0.04906771344455348
174,Bloqueio atrioventricular total,1,0.04906771344455348
183,Infeccao do trato urinario de localizacao nao especificada,1,0.04906771344455348
189,Herpes zoster sem complicacao,1,0.04906771344455348
186,Medida profilatica nao especificada,1,0.04906771344455348
190,Outras doencas da valva tricuspide,1,0.04906771344455348
207,"Osteocondropatias, nao especificada",1,0.04906771344455348
215,Neoplasia de comportamento incerto ou desconhecido da pele,1,0.04906771344455348
185,"Queimadura do ombro e do membro superior, exceto punho e mao, grau nao especificado",1,0.04906771344455348
192,Hipergliceridemia pura,1,0.04906771344455348
184,Endocardite aguda nao especificada,1,0.04906771344455348
193,Amigdalite aguda,1,0.04906771344455348
213,Embolia e trombose de outras veias especificadas,1,0.04906771344455348
198,Reumatismo nao especificado,1,0.04906771344455348
194,Insuficiencia (da valva) mitral,1,0.04906771344455348
195,Faringite aguda,1,0.04906771344455348
181,Uso nocivo para a saude de fumo,1,0.04906771344455348
212,Bronquite aguda nao especificada,1,0.04906771344455348
218,Intoxicacao por outras substancias e as nao especificadas que agem essencialmente sobre o aparelho c,1,0.04906771344455348
211,Retardo mental profundo sem mencao de comprometimento do comportamento,1,0.04906771344455348
178,Outras gastrites,1,0.04906771344455348
177,"Ulcera cronica da pele, nao classificada em outra parte",1,0.04906771344455348
188,Paralisia de Bell,1,0.04906771344455348
197,Anestesia cutanea,1,0.04906771344455348
110,Infeccao bacteriana de local nao especificado,1,0.04906771344455348
158,Comunicacao atrioventricular,1,0.04906771344455348
70,Articulacao do mangual,1,0.04906771344455348
98,Fibrose cistica nao especificada,1,0.04906771344455348
95,Deplecao de volume,1,0.04906771344455348
94,Uso nocivo para a saude de alcool,1,0.04906771344455348
93,Soluco,1,0.04906771344455348
85,Edema localizado,1,0.04906771344455348
84,Cardiomiopatias nao especificada,1,0.04906771344455348
83,Insuficiencia cardiaca,1,0.04906771344455348
82,Presenca de protese de valvula cardiaca,1,0.04906771344455348
77,Desorientacao nao especificada,1,0.04906771344455348
76,Comunicacao ventriculo-atrial discordante,1,0.04906771344455348
74,"Apendicite, sem outras especificacoes",1,0.04906771344455348
71,Coma hipoglicemico nao-diabetico,1,0.04906771344455348
68,Transtornos respiratorios em doencas classificadas em outra parte,1,0.04906771344455348
102,Sinusite cronica nao especificada,1,0.04906771344455348
67,Insuficiencia cardiaca nao especificada,1,0.04906771344455348
64,Infarto agudo transmural da parede inferior do miocardio,1,0.04906771344455348
63,Esofagite,1,0.04906771344455348
60,"Gastroenterite e colite nao-infecciosas, nao especificadas",1,0.04906771344455348
51,Colelitiase,1,0.04906771344455348
49,Dismenorreia nao especificada,1,0.04906771344455348
47,Dorsalgia,1,0.04906771344455348
42,Gengivoestomatite e faringoamigdalite devida ao virus do herpes,1,0.04906771344455348
35,Arritmia ventricular por reentrada,1,0.04906771344455348
31,Varicela sem complicacao,1,0.04906771344455348
23,Sinusite aguda nao especificada,1,0.04906771344455348
13,"Epilepsia, nao especificada",1,0.04906771344455348
99,Lesao biomecanica nao especificada,1,0.04906771344455348
104,Hemorragia nao classificada em outra parte,1,0.04906771344455348
157,Anemia falciforme sem crise,1,0.04906771344455348
135,Doenca celiaca,1,0.04906771344455348
156,Hipotireoidismo nao especificado,1,0.04906771344455348
155,Neurastenia,1,0.04906771344455348
154,Dor nao classificada em outra parte,1,0.04906771344455348
150,Ameaca de aborto,1,0.04906771344455348
149,Hipoestesia cutanea,1,0.04906771344455348
148,Pneumonia por microorganismo nao especificada,1,0.04906771344455348
146,Outra dorsalgia,1,0.04906771344455348
145,Dorsalgia nao especificada,1,0.04906771344455348
143,Traumatismo superficial de regiao nao especificada do corpo,1,0.04906771344455348
141,Infeccao subsequente a procedimento nao classificada em outra parte,1,0.04906771344455348
137,Outras anormalidades e as nao especificadas da respiracao,1,0.04906771344455348
136,Infeccoes pelo virus do herpes [herpes simples],1,0.04906771344455348
133,Comunicacao interatrial,1,0.04906771344455348
105,Edema nao especificado,1,0.04906771344455348
132,Atresia da valva pulmonar,1,0.04906771344455348
131,Febre reumatica sem mencao de comprometimento do coracao,1,0.04906771344455348
128,Transtorno somatoforme nao especificado,1,0.04906771344455348
126,Aneurisma de arteria coronaria,1,0.04906771344455348
125,Cervicalgia,1,0.04906771344455348
123,Urticaria,1,0.04906771344455348
120,Sindrome [estado] de abstinencia do uso de alcool,1,0.04906771344455348
118,Outras obstrucoes do intestino,1,0.04906771344455348
116,Outras afeccoes especificadas associadas com os orgaos genitais femininos e com o ciclo menstrual,1,0.04906771344455348
111,Transtornos nao especificados da funcao vestibular,1,0.04906771344455348
108,"Queda no mesmo nivel por escorregao, tropecao ou passos em falsos [traspes]",1,0.04906771344455348
106,Choque cardiogenico,1,0.04906771344455348
219,"Corte, puncao, perfuracao ou hemorragia acidentais durante a prestacao de cuidado cirurgico e medico",1,0.04906771344455348
