,nome_ocorrencia,qnt_ocorrencia,freq_ocorrencia
10,Hipertensao essencial (primaria),244,12.768184196755625
0,Insuficiencia cardiaca congestiva,153,8.006279434850864
17,"Hipertensao secundaria, nao especificada",101,5.285190999476714
11,"Dor toracica, nao especificada",72,3.767660910518053
6,"""Flutter"" e fibrilacao atrial",58,3.0350601779173205
3,Transtorno ansioso nao especificado,51,2.6687598116169546
12,Dispneia,49,2.564102564102564
43,Mialgia,42,2.197802197802198
2,Palpitacoes,42,2.197802197802198
24,Cefaleia,42,2.197802197802198
57,Diabetes mellitus nao especificado sem complicacoes,40,2.0931449502878072
53,Outros disturbios do metabolismo de lipoproteinas,38,1.9884877027734171
52,Hipotensao nao especificada,37,1.9361590790162218
91,Outras formas de doenca isquemica aguda do coracao,35,1.8315018315018317
95,Outras formas de doenca isquemica cronica do coracao,35,1.8315018315018317
79,Disturbio nao especificado do metabolismo de lipoproteinas,34,1.7791732077446363
26,Infarto agudo do miocardio nao especificado,33,1.726844583987441
45,Broncopneumonia nao especificada,31,1.6221873364730508
56,Presenca de marca-passo cardiaco,28,1.465201465201465
54,Diabetes mellitus nao especificado,26,1.3605442176870748
14,Diarreia e gastroenterite de origem infecciosa presumivel,24,1.2558869701726845
18,Outros transtornos ansiosos,22,1.1512297226582942
77,Sincope e colapso,22,1.1512297226582942
25,Doenca de Chagas,22,1.1512297226582942
9,Angina instavel,19,0.9942438513867086
50,Arritmia cardiaca nao especificada,18,0.9419152276295133
1,"Mal estar, fadiga",16,0.837257980115123
29,Outros disturbios funcionais subsequentes a cirurgia cardiaca,16,0.837257980115123
88,"Acidente vascular cerebral, nao especificado como hemorragico ou isquemico",16,0.837257980115123
37,Infeccao aguda das vias aereas superiores nao especificada,15,0.7849293563579277
48,Ansiedade generalizada,15,0.7849293563579277
74,Bronquite nao especificada como aguda ou cronica,14,0.7326007326007326
8,Dor precordial,13,0.6802721088435374
70,Tireotoxicose nao especificada,13,0.6802721088435374
33,Angina pectoris,13,0.6802721088435374
22,Celulite nao especificada,13,0.6802721088435374
27,Miosite nao especificada,12,0.6279434850863422
61,Tosse,12,0.6279434850863422
114,Taquicardia nao especificada,12,0.6279434850863422
118,Doenca pulmonar obstrutiva cronica nao especificada,11,0.5756148613291471
4,Exame medico geral,11,0.5756148613291471
120,Asma,10,0.5232862375719518
106,Doenca isquemica cronica do coracao nao especificada,10,0.5232862375719518
100,Tontura e instabilidade,10,0.5232862375719518
32,Sindrome de dependencia de sedativos e hipnoticos,9,0.47095761381475665
165,"Hipertensao pre-existente complicando a gravidez, o parto e o puerperio",9,0.47095761381475665
30,Nausea e vomitos,9,0.47095761381475665
85,Permeabilidade do canal arterial,8,0.4186289900575615
20,Dor em membro,7,0.3663003663003663
16,Pessoa com medo de uma queixa para a qual nao foi feito diagnostico,7,0.3663003663003663
59,Dispepsia,7,0.3663003663003663
133,Nasofaringite aguda [resfriado comum],7,0.3663003663003663
21,Outras arritmias cardiacas especificadas,6,0.3139717425431711
15,Bloqueio atrioventricular de segundo grau,6,0.3139717425431711
36,Doenca nao especificada da valva mitral,6,0.3139717425431711
71,Taquicardia supraventricular,6,0.3139717425431711
58,"Angina pectoris, nao especificada",6,0.3139717425431711
131,Asma nao especificada,6,0.3139717425431711
140,Comunicacao interatrial,5,0.2616431187859759
64,Prolapso (da valva) mitral,5,0.2616431187859759
111,Insuficiencia mitral reumatica,5,0.2616431187859759
5,Outras formas de despolarizacao prematura e as nao especificadas,5,0.2616431187859759
122,Dor abdominal e pelvica,5,0.2616431187859759
158,Estenose congenita da valva pulmonar,5,0.2616431187859759
40,Labirintite,5,0.2616431187859759
176,Parestesias cutaneas,4,0.20931449502878074
145,Efeito toxico de substancia nao especificada,4,0.20931449502878074
80,Estenose mitral,4,0.20931449502878074
153,Episodio depressivo nao especificado,4,0.20931449502878074
130,Bradicardia nao especificada,4,0.20931449502878074
