,nome_ocorrencia,qnt_ocorrencia,freq_ocorrencia
10,Hipertensao essencial (primaria),248,13.596491228070176
0,Insuficiencia cardiaca congestiva,153,8.388157894736842
17,"Hipertensao secundaria, nao especificada",91,4.989035087719299
11,"Dor toracica, nao especificada",71,3.8925438596491233
6,"""Flutter"" e fibrilacao atrial",57,3.125
57,Diabetes mellitus nao especificado sem complicacoes,54,2.9605263157894735
3,Transtorno ansioso nao especificado,50,2.7412280701754383
45,Broncopneumonia nao especificada,43,2.357456140350877
24,Cefaleia,43,2.357456140350877
2,Palpitacoes,38,2.083333333333333
43,Mialgia,38,2.083333333333333
96,Outras formas de doenca isquemica cronica do coracao,36,1.9736842105263157
53,Outros disturbios do metabolismo de lipoproteinas,34,1.8640350877192982
80,Disturbio nao especificado do metabolismo de lipoproteinas,34,1.8640350877192982
92,Outras formas de doenca isquemica aguda do coracao,31,1.699561403508772
12,Dispneia,31,1.699561403508772
52,Hipotensao nao especificada,28,1.5350877192982455
54,Diabetes mellitus nao especificado,26,1.425438596491228
14,Diarreia e gastroenterite de origem infecciosa presumivel,25,1.3706140350877192
26,Infarto agudo do miocardio nao especificado,23,1.2609649122807016
9,Angina instavel,21,1.151315789473684
119,Doenca pulmonar obstrutiva cronica nao especificada,19,1.0416666666666665
62,Tosse,18,0.9868421052631579
101,Tontura e instabilidade,18,0.9868421052631579
61,Bronquite nao especificada como aguda ou cronica,16,0.8771929824561403
29,Outros disturbios funcionais subsequentes a cirurgia cardiaca,16,0.8771929824561403
48,Ansiedade generalizada,15,0.8223684210526315
25,Doenca de Chagas,13,0.712719298245614
18,Outros transtornos ansiosos,13,0.712719298245614
22,Celulite nao especificada,13,0.712719298245614
27,Miosite nao especificada,13,0.712719298245614
72,Tireotoxicose nao especificada,13,0.712719298245614
8,Dor precordial,13,0.712719298245614
78,Sincope e colapso,13,0.712719298245614
4,Exame medico geral,12,0.6578947368421052
1,"Mal estar, fadiga",12,0.6578947368421052
50,Arritmia cardiaca nao especificada,11,0.6030701754385964
56,Presenca de marca-passo cardiaco,10,0.5482456140350876
33,Angina pectoris,10,0.5482456140350876
59,Dispepsia,10,0.5482456140350876
73,Taquicardia supraventricular,9,0.4934210526315789
107,Doenca isquemica cronica do coracao nao especificada,9,0.4934210526315789
32,Sindrome de dependencia de sedativos e hipnoticos,9,0.4934210526315789
30,Nausea e vomitos,9,0.4934210526315789
37,Infeccao aguda das vias aereas superiores nao especificada,9,0.4934210526315789
36,Doenca nao especificada da valva mitral,8,0.43859649122807015
16,Pessoa com medo de uma queixa para a qual nao foi feito diagnostico,8,0.43859649122807015
86,Permeabilidade do canal arterial,8,0.43859649122807015
88,"Enxaqueca, sem especificacao",7,0.3837719298245614
20,Dor em membro,7,0.3837719298245614
109,Cardiomegalia,6,0.3289473684210526
115,Taquicardia nao especificada,6,0.3289473684210526
21,Outras arritmias cardiacas especificadas,6,0.3289473684210526
133,hipotensão ortostática,6,0.3289473684210526
55,Outras formas especificadas de doenca pulmonar obstrutiva cronica,6,0.3289473684210526
58,"Angina pectoris, nao especificada",6,0.3289473684210526
100,Dor lombar baixa,5,0.2741228070175438
65,Prolapso (da valva) mitral,5,0.2741228070175438
89,"Acidente vascular cerebral, nao especificado como hemorragico ou isquemico",5,0.2741228070175438
134,Nasofaringite aguda [resfriado comum],5,0.2741228070175438
123,Dor abdominal e pelvica,5,0.2741228070175438
132,Asma nao especificada,5,0.2741228070175438
40,Labirintite,5,0.2741228070175438
145,Doenca isquemica cronica do coracao,5,0.2741228070175438
28,"Gastroduodenite, sem outra especificacao",5,0.2741228070175438
15,Bloqueio atrioventricular de segundo grau,5,0.2741228070175438
79,Pneumonia nao especificada,5,0.2741228070175438
117,Transtornos cardiovasculares em outras doencas infecciosas e parasitarias classificadas em outra pa,4,0.21929824561403508
141,Comunicacao interatrial,4,0.21929824561403508
146,Efeito toxico de substancia nao especificada,4,0.21929824561403508
170,Dor localizada no abdome superior,4,0.21929824561403508
183,Outras afeccoes especificadas das arterias e das arteriolas,4,0.21929824561403508
81,Estenose mitral,4,0.21929824561403508
192,Insuficiencia aortica reumatica,4,0.21929824561403508
201,Malformacao nao especificada do coracao,4,0.21929824561403508
204,Sopros e outros ruidos cardiacos,4,0.21929824561403508
205,Prurido nao especificado,4,0.21929824561403508
44,Alergia nao especificada,4,0.21929824561403508
69,Erisipela,4,0.21929824561403508
154,Episodio depressivo nao especificado,3,0.1644736842105263
46,"Edema pulmonar, nao especificado de outra forma",3,0.1644736842105263
7,Dor articular,3,0.1644736842105263
124,Febre nao especificada,3,0.1644736842105263
87,Enxaqueca,3,0.1644736842105263
103,Estenose (da valva) aortica,2,0.10964912280701754
39,Artrite nao especificada,2,0.10964912280701754
113,Amigdalite aguda nao especificada,2,0.10964912280701754
178,Infarto agudo do miocardio,2,0.10964912280701754
122,Comunicacao interventricular,2,0.10964912280701754
126,Outras gastrites,2,0.10964912280701754
128,Febre de origem desconhecida,2,0.10964912280701754
131,Bradicardia nao especificada,2,0.10964912280701754
41,"Transtorno dos dentes e de suas estruturas de sustentacao, sem outra especificacao",2,0.10964912280701754
168,Doenca de refluxo gastroesofagico sem esofagite,2,0.10964912280701754
38,Traumatismo da traqueia toracica,2,0.10964912280701754
135,"Corte, puncao, perfuracao ou hemorragia acidentais durante a prestacao de cuidado cirurgico e medico",2,0.10964912280701754
19,Hemorragia e hematoma complicando procedimento nao classificado em outra parte,2,0.10964912280701754
139,Infarto agudo transmural da parede anterior do miocardio,2,0.10964912280701754
76,Comunicacao ventriculo-atrial discordante,2,0.10964912280701754
166,Doenca nao especificada do pericardio,2,0.10964912280701754
165,Complicacao mecanica de dispositivo eletronico cardiaco,2,0.10964912280701754
34,Cardiomiopatia dilatada,2,0.10964912280701754
148,Constipacao,2,0.10964912280701754
151,Intoxicacao por outras substancias e as nao especificadas que agem essencialmente sobre o aparelho c,2,0.10964912280701754
158,Epistaxis,2,0.10964912280701754
112,Insuficiencia mitral reumatica,2,0.10964912280701754
155,Infeccao bacteriana nao especificada,2,0.10964912280701754
95,Deplecao de volume,2,0.10964912280701754
5,Outras formas de despolarizacao prematura e as nao especificadas,2,0.10964912280701754
93,Soluco,2,0.10964912280701754
97,Hipoglicemia nao especificada,2,0.10964912280701754
