,nome_ocorrencia,qnt_ocorrencia,freq_ocorrencia
10,Hipertensao essencial (primaria),265,14.308855291576675
0,Insuficiencia cardiaca congestiva,150,8.099352051835854
17,"Hipertensao secundaria, nao especificada",82,4.427645788336933
11,"Dor toracica, nao especificada",70,3.7796976241900646
6,"""Flutter"" e fibrilacao atrial",59,3.185745140388769
3,Transtorno ansioso nao especificado,55,2.9697624190064795
57,Diabetes mellitus nao especificado sem complicacoes,54,2.915766738660907
45,Broncopneumonia nao especificada,50,2.699784017278618
24,Cefaleia,43,2.3218142548596115
43,Mialgia,42,2.267818574514039
2,Palpitacoes,41,2.2138228941684663
96,Outras formas de doenca isquemica cronica do coracao,36,1.9438444924406046
12,Dispneia,34,1.8358531317494602
80,Disturbio nao especificado do metabolismo de lipoproteinas,34,1.8358531317494602
26,Infarto agudo do miocardio nao especificado,29,1.565874730021598
52,Hipotensao nao especificada,29,1.565874730021598
54,Diabetes mellitus nao especificado,26,1.4038876889848813
53,Outros disturbios do metabolismo de lipoproteinas,25,1.349892008639309
62,Tosse,21,1.1339092872570196
92,Outras formas de doenca isquemica aguda do coracao,21,1.1339092872570196
56,Presenca de marca-passo cardiaco,19,1.0259179265658747
119,Doenca pulmonar obstrutiva cronica nao especificada,19,1.0259179265658747
101,Tontura e instabilidade,18,0.9719222462203023
25,Doenca de Chagas,18,0.9719222462203023
9,Angina instavel,17,0.9179265658747301
50,Arritmia cardiaca nao especificada,17,0.9179265658747301
29,Outros disturbios funcionais subsequentes a cirurgia cardiaca,16,0.8639308855291578
78,Sincope e colapso,15,0.8099352051835854
61,Bronquite nao especificada como aguda ou cronica,15,0.8099352051835854
14,Diarreia e gastroenterite de origem infecciosa presumivel,14,0.755939524838013
33,Angina pectoris,14,0.755939524838013
18,Outros transtornos ansiosos,13,0.7019438444924406
72,Tireotoxicose nao especificada,13,0.7019438444924406
1,"Mal estar, fadiga",13,0.7019438444924406
27,Miosite nao especificada,13,0.7019438444924406
20,Dor em membro,12,0.6479481641468683
48,Ansiedade generalizada,11,0.593952483801296
59,Dispepsia,10,0.5399568034557235
8,Dor precordial,10,0.5399568034557235
115,Taquicardia nao especificada,10,0.5399568034557235
4,Exame medico geral,10,0.5399568034557235
73,Taquicardia supraventricular,9,0.48596112311015116
37,Infeccao aguda das vias aereas superiores nao especificada,9,0.48596112311015116
132,Asma nao especificada,9,0.48596112311015116
107,Doenca isquemica cronica do coracao nao especificada,9,0.48596112311015116
30,Nausea e vomitos,9,0.48596112311015116
32,Sindrome de dependencia de sedativos e hipnoticos,9,0.48596112311015116
16,Pessoa com medo de uma queixa para a qual nao foi feito diagnostico,9,0.48596112311015116
36,Doenca nao especificada da valva mitral,8,0.4319654427645789
133,hipotensão ortostática,6,0.32397408207343414
15,Bloqueio atrioventricular de segundo grau,6,0.32397408207343414
58,"Angina pectoris, nao especificada",6,0.32397408207343414
55,Outras formas especificadas de doenca pulmonar obstrutiva cronica,6,0.32397408207343414
88,"Enxaqueca, sem especificacao",6,0.32397408207343414
21,Outras arritmias cardiacas especificadas,6,0.32397408207343414
109,Cardiomegalia,6,0.32397408207343414
100,Dor lombar baixa,5,0.26997840172786175
123,Dor abdominal e pelvica,5,0.26997840172786175
69,Erisipela,5,0.26997840172786175
65,Prolapso (da valva) mitral,5,0.26997840172786175
44,Alergia nao especificada,5,0.26997840172786175
40,Labirintite,5,0.26997840172786175
28,"Gastroduodenite, sem outra especificacao",5,0.26997840172786175
5,Outras formas de despolarizacao prematura e as nao especificadas,5,0.26997840172786175
147,Parestesias cutaneas,5,0.26997840172786175
175,Dor localizada no abdome superior,4,0.21598272138228944
81,Estenose mitral,4,0.21598272138228944
210,Prurido nao especificado,4,0.21598272138228944
79,Pneumonia nao especificada,4,0.21598272138228944
124,Febre nao especificada,4,0.21598272138228944
154,Distorbios do metabolismo de lipoproteinas e outras lipidemias,4,0.21598272138228944
207,Malformacao nao especificada do coracao,4,0.21598272138228944
140,Gravidez confirmada,4,0.21598272138228944
209,Sopros e outros ruidos cardiacos,4,0.21598272138228944
188,Outras afeccoes especificadas das arterias e das arteriolas,4,0.21598272138228944
197,Insuficiencia aortica reumatica,4,0.21598272138228944
86,Permeabilidade do canal arterial,4,0.21598272138228944
148,Episodio depressivo nao especificado,4,0.21598272138228944
134,Nasofaringite aguda [resfriado comum],4,0.21598272138228944
117,Transtornos cardiovasculares em outras doencas infecciosas e parasitarias classificadas em outra pa,4,0.21598272138228944
89,"Acidente vascular cerebral, nao especificado como hemorragico ou isquemico",3,0.16198704103671707
7,Dor articular,3,0.16198704103671707
131,Bradicardia nao especificada,3,0.16198704103671707
122,Comunicacao interventricular,3,0.16198704103671707
22,Celulite nao especificada,3,0.16198704103671707
167,Doenca isquemica cronica do coracao,3,0.16198704103671707
39,Artrite nao especificada,3,0.16198704103671707
46,"Edema pulmonar, nao especificado de outra forma",3,0.16198704103671707
84,Cardiomiopatias nao especificada,2,0.10799136069114472
173,Doenca de refluxo gastroesofagico sem esofagite,2,0.10799136069114472
34,Cardiomiopatia dilatada,2,0.10799136069114472
38,Traumatismo da traqueia toracica,2,0.10799136069114472
41,"Transtorno dos dentes e de suas estruturas de sustentacao, sem outra especificacao",2,0.10799136069114472
126,Outras gastrites,2,0.10799136069114472
113,Amigdalite aguda nao especificada,2,0.10799136069114472
112,Insuficiencia mitral reumatica,2,0.10799136069114472
171,Doenca nao especificada do pericardio,2,0.10799136069114472
128,Febre de origem desconhecida,2,0.10799136069114472
170,Complicacao mecanica de dispositivo eletronico cardiaco,2,0.10799136069114472
183,Infarto agudo do miocardio,2,0.10799136069114472
103,Estenose (da valva) aortica,2,0.10799136069114472
19,Hemorragia e hematoma complicando procedimento nao classificado em outra parte,2,0.10799136069114472
66,Defeito de coagulacao nao especificado,2,0.10799136069114472
87,Enxaqueca,2,0.10799136069114472
91,Outra dor toracica,2,0.10799136069114472
143,Celulite de outras partes do(s) membro(s),2,0.10799136069114472
135,"Corte, puncao, perfuracao ou hemorragia acidentais durante a prestacao de cuidado cirurgico e medico",2,0.10799136069114472
160,Infeccao bacteriana nao especificada,2,0.10799136069114472
95,Deplecao de volume,2,0.10799136069114472
162,Epistaxis,2,0.10799136069114472
97,Hipoglicemia nao especificada,2,0.10799136069114472
157,Sindrome de pre-excitacao,1,0.05399568034557236
161,Bronquectasia,1,0.05399568034557236
158,Isquemia cerebral transitoria nao especificada,1,0.05399568034557236
169,Bloqueio atrioventricular total,1,0.05399568034557236
159,Ulcera gastrica,1,0.05399568034557236
172,"Ulcera cronica da pele, nao classificada em outra parte",1,0.05399568034557236
163,Doencas vasculares perifericas nao especificada,1,0.05399568034557236
164,Outros transtornos do trato urinario,1,0.05399568034557236
166,Teste de tolerancia a glicose anormal,1,0.05399568034557236
156,Varizes dos membros inferiores com ulcera,1,0.05399568034557236
168,Fratura de costela,1,0.05399568034557236
165,Diabetes mellitus nao especificado com complicacoes neurologicas,1,0.05399568034557236
192,"Hemorroidas sem complicacoes, nao especificadas",1,0.05399568034557236
174,Uso nocivo para a saude de fumo,1,0.05399568034557236
176,Infeccao do trato urinario de localizacao nao especificada,1,0.05399568034557236
208,Neoplasia de comportamento incerto ou desconhecido da pele,1,0.05399568034557236
206,Embolia e trombose de outras veias especificadas,1,0.05399568034557236
205,Bronquite aguda nao especificada,1,0.05399568034557236
204,Retardo mental profundo sem mencao de comprometimento do comportamento,1,0.05399568034557236
203,Estenose congenita da valva pulmonar,1,0.05399568034557236
202,Insuficiencia respiratoria nao especificada,1,0.05399568034557236
201,Constipacao,1,0.05399568034557236
200,Granuloma de corpo estranho da pele e do tecido subcutaneo,1,0.05399568034557236
199,"Osteocondropatias, nao especificada",1,0.05399568034557236
198,Outros trantornos pulmonares,1,0.05399568034557236
196,Anormalidades do batimento cardiaco,1,0.05399568034557236
195,Ascite,1,0.05399568034557236
194,Insuficiencia renal cronica,1,0.05399568034557236
193,Varizes dos membros inferiores sem ulcera ou inflamacao,1,0.05399568034557236
191,"Doenca reumatica da valva aortica, nao especificada",1,0.05399568034557236
190,Reumatismo nao especificado,1,0.05399568034557236
189,Anestesia cutanea,1,0.05399568034557236
187,Faringite aguda,1,0.05399568034557236
186,Insuficiencia (da valva) mitral,1,0.05399568034557236
185,Amigdalite aguda,1,0.05399568034557236
184,Hipergliceridemia pura,1,0.05399568034557236
182,Outras doencas da valva tricuspide,1,0.05399568034557236
181,Herpes zoster sem complicacao,1,0.05399568034557236
180,Paralisia de Bell,1,0.05399568034557236
179,Medida profilatica nao especificada,1,0.05399568034557236
178,"Queimadura do ombro e do membro superior, exceto punho e mao, grau nao especificado",1,0.05399568034557236
177,Endocardite aguda nao especificada,1,0.05399568034557236
155,Vertigem paroxistica benigna,1,0.05399568034557236
106,Choque cardiogenico,1,0.05399568034557236
153,Comunicacao atrioventricular,1,0.05399568034557236
99,Lesao biomecanica nao especificada,1,0.05399568034557236
94,Uso nocivo para a saude de alcool,1,0.05399568034557236
93,Soluco,1,0.05399568034557236
90,Exame geral e investigacao de pessoas sem queixas ou diagnostico relatado,1,0.05399568034557236
85,Edema localizado,1,0.05399568034557236
83,Insuficiencia cardiaca,1,0.05399568034557236
82,Presenca de protese de valvula cardiaca,1,0.05399568034557236
77,Desorientacao nao especificada,1,0.05399568034557236
76,Comunicacao ventriculo-atrial discordante,1,0.05399568034557236
75,Colica nefretica nao especificada,1,0.05399568034557236
74,"Apendicite, sem outras especificacoes",1,0.05399568034557236
71,Coma hipoglicemico nao-diabetico,1,0.05399568034557236
70,Articulacao do mangual,1,0.05399568034557236
68,Transtornos respiratorios em doencas classificadas em outra parte,1,0.05399568034557236
67,Insuficiencia cardiaca nao especificada,1,0.05399568034557236
64,Infarto agudo transmural da parede inferior do miocardio,1,0.05399568034557236
63,Esofagite,1,0.05399568034557236
60,"Gastroenterite e colite nao-infecciosas, nao especificadas",1,0.05399568034557236
