,nome_ocorrencia,qnt_ocorrencia,freq_ocorrencia
6,Hipertensao essencial (primaria),159,15.114068441064637
7,Insuficiencia cardiaca congestiva,125,11.88212927756654
0,"Dor toracica, nao especificada",62,5.893536121673003
8,"Hipertensao secundaria, nao especificada",56,5.323193916349809
17,"""Flutter"" e fibrilacao atrial",38,3.6121673003802277
30,Broncopneumonia nao especificada,37,3.5171102661596962
2,Mialgia,34,3.2319391634980987
11,Palpitacoes,34,3.2319391634980987
9,Transtorno ansioso nao especificado,31,2.9467680608365017
79,Diabetes mellitus nao especificado sem complicacoes,22,2.091254752851711
22,Outros disturbios do metabolismo de lipoproteinas,20,1.9011406844106464
19,Dispneia,20,1.9011406844106464
37,Presenca de marca-passo cardiaco,18,1.7110266159695817
25,Cefaleia,18,1.7110266159695817
69,Doenca pulmonar obstrutiva cronica nao especificada,18,1.7110266159695817
39,Doenca de Chagas,17,1.6159695817490494
16,Infarto agudo do miocardio nao especificado,17,1.6159695817490494
23,Diabetes mellitus nao especificado,16,1.520912547528517
26,Sincope e colapso,16,1.520912547528517
29,"Acidente vascular cerebral, nao especificado como hemorragico ou isquemico",12,1.1406844106463878
31,Dor precordial,12,1.1406844106463878
14,Angina instavel,11,1.0456273764258555
5,Arritmia cardiaca nao especificada,11,1.0456273764258555
48,Miosite nao especificada,11,1.0456273764258555
1,Tosse,11,1.0456273764258555
44,Outras formas de doenca isquemica cronica do coracao,10,0.9505703422053232
45,Bronquite nao especificada como aguda ou cronica,10,0.9505703422053232
18,Disturbio nao especificado do metabolismo de lipoproteinas,9,0.8555133079847909
40,Tontura e instabilidade,9,0.8555133079847909
78,"Hipertensao pre-existente complicando a gravidez, o parto e o puerperio",9,0.8555133079847909
50,"Mal estar, fadiga",9,0.8555133079847909
43,Doenca isquemica cronica do coracao nao especificada,9,0.8555133079847909
33,Outras formas de doenca isquemica aguda do coracao,8,0.7604562737642585
28,Dispepsia,7,0.6653992395437262
13,Taquicardia supraventricular,7,0.6653992395437262
85,Dor em membro,6,0.5703422053231939
59,hipotensão ortostática,6,0.5703422053231939
81,Outras formas de despolarizacao prematura e as nao especificadas,5,0.4752851711026616
47,Insuficiencia mitral reumatica,5,0.4752851711026616
65,Ansiedade generalizada,4,0.38022813688212925
107,Outras afeccoes especificadas das arterias e das arteriolas,4,0.38022813688212925
12,Tireotoxicose nao especificada,4,0.38022813688212925
20,Exame medico geral,4,0.38022813688212925
101,Dor localizada no abdome superior,4,0.38022813688212925
27,Bloqueio atrioventricular de segundo grau,4,0.38022813688212925
36,Outras arritmias cardiacas especificadas,4,0.38022813688212925
82,"Transtorno afetivo bipolar, episodio atual depressivo leve ou moderado",4,0.38022813688212925
71,Hipotensao nao especificada,3,0.28517110266159695
68,Episodio depressivo nao especificado,3,0.28517110266159695
49,"Gastroduodenite, sem outra especificacao",3,0.28517110266159695
99,Doenca de refluxo gastroesofagico sem esofagite,2,0.19011406844106463
94,Doenca nao especificada da valva mitral,2,0.19011406844106463
62,Doenca isquemica cronica do coracao,2,0.19011406844106463
67,Labirintite,2,0.19011406844106463
77,Taquicardia nao especificada,2,0.19011406844106463
58,Pessoa com medo de uma queixa para a qual nao foi feito diagnostico,2,0.19011406844106463
42,Estenose (da valva) aortica,2,0.19011406844106463
32,Outra dor toracica,2,0.19011406844106463
53,Comunicacao interventricular,2,0.19011406844106463
21,Insuficiencia cardiaca,2,0.19011406844106463
24,Cardiomiopatias nao especificada,2,0.19011406844106463
38,Hipoglicemia nao especificada,2,0.19011406844106463
35,Deplecao de volume,2,0.19011406844106463
55,Febre nao especificada,2,0.19011406844106463
92,Ulcera gastrica,1,0.09505703422053231
87,Diarreia e gastroenterite de origem infecciosa presumivel,1,0.09505703422053231
110,Ascite,1,0.09505703422053231
109,Cardiomegalia,1,0.09505703422053231
88,Dor nao classificada em outra parte,1,0.09505703422053231
108,Anestesia cutanea,1,0.09505703422053231
89,Neurastenia,1,0.09505703422053231
90,Varizes dos membros inferiores com ulcera,1,0.09505703422053231
91,Sindrome de pre-excitacao,1,0.09505703422053231
100,Uso nocivo para a saude de fumo,1,0.09505703422053231
93,Parestesias cutaneas,1,0.09505703422053231
106,Infarto agudo do miocardio,1,0.09505703422053231
105,Outras doencas da valva tricuspide,1,0.09505703422053231
95,Angina pectoris,1,0.09505703422053231
104,Outros disturbios funcionais subsequentes a cirurgia cardiaca,1,0.09505703422053231
96,Teste de tolerancia a glicose anormal,1,0.09505703422053231
97,Complicacao mecanica de dispositivo eletronico cardiaco,1,0.09505703422053231
103,Febre de origem desconhecida,1,0.09505703422053231
98,"Enxaqueca, sem especificacao",1,0.09505703422053231
102,Infeccao do trato urinario de localizacao nao especificada,1,0.09505703422053231
86,Outra dorsalgia,1,0.09505703422053231
56,Outras gastrites,1,0.09505703422053231
84,Traumatismo superficial de regiao nao especificada do corpo,1,0.09505703422053231
83,Dor abdominal e pelvica,1,0.09505703422053231
3,Infarto agudo transmural da parede inferior do miocardio,1,0.09505703422053231
4,Prolapso (da valva) mitral,1,0.09505703422053231
10,Erisipela,1,0.09505703422053231
15,Comunicacao ventriculo-atrial discordante,1,0.09505703422053231
34,Soluco,1,0.09505703422053231
41,"Angina pectoris, nao especificada",1,0.09505703422053231
46,Transtornos nao especificados da funcao vestibular,1,0.09505703422053231
51,Sindrome [estado] de abstinencia do uso de alcool,1,0.09505703422053231
52,Asma,1,0.09505703422053231
54,Pneumonia nao especificada,1,0.09505703422053231
57,Complicacao mecanica de enxerto de orgao urinario,1,0.09505703422053231
60,Hipotensao,1,0.09505703422053231
61,Outros sintomas e sinais relativos A funcao cognitiva e A consciencia,1,0.09505703422053231
63,Infarto agudo transmural da parede anterior do miocardio,1,0.09505703422053231
64,Transtorno de panico [ansiedade paroxistica episodica],1,0.09505703422053231
66,Rigidez articular nao classificada em outra parte,1,0.09505703422053231
70,Cervicalgia,1,0.09505703422053231
72,Nausea e vomitos,1,0.09505703422053231
73,Febre reumatica sem mencao de comprometimento do coracao,1,0.09505703422053231
74,Comunicacao interatrial,1,0.09505703422053231
75,Cardiomiopatia dilatada,1,0.09505703422053231
76,Outras anormalidades e as nao especificadas da respiracao,1,0.09505703422053231
80,Bradicardia nao especificada,1,0.09505703422053231
111,Anormalidades do batimento cardiaco,1,0.09505703422053231
