,nome_ocorrencia,qnt_ocorrencia,freq_ocorrencia
11,Hipertensao essencial (primaria),132,13.707165109034266
6,Insuficiencia cardiaca congestiva,109,11.318795430944965
9,"Hipertensao secundaria, nao especificada",70,7.268951194184839
7,"Dor toracica, nao especificada",62,6.438213914849429
2,Transtorno ansioso nao especificado,39,4.049844236760125
4,"""Flutter"" e fibrilacao atrial",38,3.9460020768431985
23,Mialgia,34,3.5306334371754935
28,Outros disturbios do metabolismo de lipoproteinas,29,3.011422637590862
29,Diabetes mellitus nao especificado,25,2.596053997923157
1,Palpitacoes,25,2.596053997923157
15,Infarto agudo do miocardio nao especificado,21,2.1806853582554515
50,Broncopneumonia nao especificada,19,1.9730010384215992
32,Diabetes mellitus nao especificado sem complicacoes,14,1.453790238836968
10,Outros transtornos ansiosos,13,1.3499480789200415
13,Cefaleia,13,1.3499480789200415
46,Sincope e colapso,13,1.3499480789200415
8,Dispneia,12,1.2461059190031152
49,"Acidente vascular cerebral, nao especificado como hemorragico ou isquemico",11,1.142263759086189
0,"Mal estar, fadiga",11,1.142263759086189
5,Dor precordial,10,1.0384215991692627
19,Angina pectoris,9,0.9345794392523363
61,Bronquite nao especificada como aguda ou cronica,9,0.9345794392523363
18,Sindrome de dependencia de sedativos e hipnoticos,9,0.9345794392523363
59,Doenca isquemica cronica do coracao nao especificada,9,0.9345794392523363
60,Outras formas de doenca isquemica cronica do coracao,9,0.9345794392523363
31,Presenca de marca-passo cardiaco,9,0.9345794392523363
43,Disturbio nao especificado do metabolismo de lipoproteinas,9,0.9345794392523363
14,Doenca de Chagas,9,0.9345794392523363
88,"Hipertensao pre-existente complicando a gravidez, o parto e o puerperio",9,0.9345794392523363
57,Tontura e instabilidade,8,0.8307372793354102
52,Outras formas de doenca isquemica aguda do coracao,8,0.8307372793354102
16,Miosite nao especificada,8,0.8307372793354102
25,Arritmia cardiaca nao especificada,8,0.8307372793354102
26,Angina instavel,7,0.726895119418484
48,Dispepsia,7,0.726895119418484
33,"Angina pectoris, nao especificada",6,0.6230529595015576
12,Dor em membro,6,0.6230529595015576
41,Taquicardia supraventricular,6,0.6230529595015576
63,Insuficiencia mitral reumatica,5,0.5192107995846313
55,Outras arritmias cardiacas especificadas,5,0.5192107995846313
17,"Gastroduodenite, sem outra especificacao",4,0.4153686396677051
24,Exame medico geral,4,0.4153686396677051
104,Sopros e outros ruidos cardiacos,4,0.4153686396677051
40,Tireotoxicose nao especificada,4,0.4153686396677051
90,"Transtorno afetivo bipolar, episodio atual depressivo leve ou moderado",4,0.4153686396677051
77,Ansiedade generalizada,4,0.4153686396677051
97,Outras afeccoes especificadas das arterias e das arteriolas,4,0.4153686396677051
27,Hipotensao nao especificada,3,0.3115264797507788
47,Bloqueio atrioventricular de segundo grau,3,0.3115264797507788
87,Taquicardia nao especificada,3,0.3115264797507788
22,Labirintite,3,0.3115264797507788
79,Episodio depressivo nao especificado,3,0.3115264797507788
96,Infarto agudo do miocardio,2,0.20768431983385255
3,Outras formas de despolarizacao prematura e as nao especificadas,2,0.20768431983385255
58,Estenose (da valva) aortica,2,0.20768431983385255
56,Hipoglicemia nao especificada,2,0.20768431983385255
82,Nausea e vomitos,2,0.20768431983385255
34,Pessoa com medo de uma queixa para a qual nao foi feito diagnostico,2,0.20768431983385255
21,Doenca nao especificada da valva mitral,2,0.20768431983385255
51,Outra dor toracica,2,0.20768431983385255
45,Cardiomiopatias nao especificada,2,0.20768431983385255
44,Insuficiencia cardiaca,2,0.20768431983385255
54,Deplecao de volume,2,0.20768431983385255
36,Tosse,2,0.20768431983385255
89,Bradicardia nao especificada,1,0.10384215991692627
